Buyer ID,Age,Location,Painting Preference (%),Sculpture Preference (%),Photograph Preference (%),Avg Spend,Views,Likes,Style Preference,Medium Preference,Feedback Sentiment,Repeat Purchases
B0335,40,Paris,30,21,49,447,30,1,Contemporary,Watercolor,Positive,8
B0336,23,London,28,9,63,560,37,14,Impressionist,Bronze,Neutral,9
B0337,37,Toronto,77,70,-47,1782,28,8,Realistic,Digital Prints,Negative,7
B0338,57,Berlin,5,100,-5,912,30,12,Surreal,Digital Prints,Neutral,3
B0339,42,Berlin,70,44,-14,1661,20,1,Abstract,Sculpture,Negative,9
B0340,49,Sydney,86,64,-50,473,44,3,Contemporary,Mixed Media,Positive,5
B0341,39,Paris,94,34,-28,1783,20,17,Realistic,Bronze,Negative,7
B0342,60,Toronto,57,33,10,184,22,5,Surreal,Bronze,Neutral,7
B0343,18,Paris,5,34,61,1963,28,10,Realistic,Bronze,Positive,3
B0344,43,NYC,62,77,-39,1107,46,18,Impressionist,Mixed Media,Neutral,4
B0345,31,Sydney,69,50,-19,1504,43,5,Abstract,Mixed Media,Negative,2
B0346,42,London,95,11,-6,437,38,12,Realistic,Watercolor,Positive,8
B0347,37,NYC,48,46,6,1584,43,19,Surreal,Watercolor,Neutral,2
B0348,24,Sydney,12,5,83,312,14,10,Surreal,Mixed Media,Neutral,7
B0349,21,Toronto,8,55,37,1699,17,7,Realistic,Sculpture,Positive,8
B0350,24,Mumbai,23,71,6,959,34,14,Surreal,Digital Prints,Positive,5
B0351,59,Toronto,88,46,-34,218,43,16,Realistic,Mixed Media,Negative,6
B0352,56,Berlin,27,58,15,907,49,13,Realistic,Mixed Media,Positive,2
B0353,31,Mumbai,66,20,14,357,24,11,Contemporary,Oil,Negative,8
B0354,63,London,10,63,27,1859,45,9,Abstract,Sculpture,Positive,10
B0355,40,Mumbai,89,27,-16,629,34,8,Abstract,Mixed Media,Neutral,4
B0356,28,Mumbai,28,35,37,318,24,6,Impressionist,Digital Prints,Negative,9
B0357,47,London,14,36,50,1328,7,10,Abstract,Oil,Positive,4
B0358,18,Mumbai,32,28,40,1629,44,10,Surreal,Watercolor,Neutral,1
B0359,31,Toronto,98,12,-10,548,41,15,Abstract,Bronze,Positive,4
B0360,30,Sydney,75,17,8,170,7,14,Impressionist,Mixed Media,Positive,9
B0361,50,Berlin,17,29,54,608,39,11,Impressionist,Bronze,Negative,4
B0362,53,Dubai,48,32,20,805,8,12,Realistic,Mixed Media,Neutral,3
B0363,19,Paris,75,70,-45,524,29,12,Surreal,Bronze,Negative,9
B0364,52,Paris,36,100,-36,388,33,11,Impressionist,Mixed Media,Negative,4
B0365,41,Dubai,0,84,16,1159,31,10,Abstract,Watercolor,Neutral,9
B0366,21,Berlin,2,95,3,505,19,2,Surreal,Sculpture,Negative,9
B0367,58,Toronto,45,11,44,446,40,10,Impressionist,Watercolor,Negative,6
B0368,31,Dubai,0,28,72,753,14,14,Realistic,Oil,Neutral,7
B0369,55,Sydney,76,61,-37,1795,12,9,Contemporary,Bronze,Positive,6
B0370,25,Tokyo,47,85,-32,1721,39,14,Surreal,Mixed Media,Positive,5
B0371,52,Mumbai,18,43,39,1592,30,8,Contemporary,Oil,Negative,10
B0372,50,Sydney,40,63,-3,1348,30,2,Impressionist,Watercolor,Positive,1
B0373,44,London,15,25,60,1908,17,7,Realistic,Oil,Positive,8
B0374,42,Dubai,7,10,83,226,20,6,Contemporary,Oil,Positive,10
B0375,50,NYC,43,30,27,1287,26,17,Contemporary,Sculpture,Negative,9
B0376,34,London,32,89,-21,147,8,20,Contemporary,Oil,Neutral,8
B0377,53,Paris,15,75,10,1722,38,11,Surreal,Sculpture,Positive,5
B0378,22,Mumbai,66,73,-39,1406,39,18,Surreal,Digital Prints,Positive,2
B0379,49,NYC,32,11,57,197,21,6,Contemporary,Oil,Negative,10
B0380,48,Mumbai,84,49,-33,309,50,5,Surreal,Sculpture,Neutral,6
B0381,19,Paris,61,18,21,1355,18,6,Surreal,Sculpture,Negative,7
B0382,53,Dubai,24,42,34,345,28,9,Abstract,Watercolor,Negative,2
B0383,19,Sydney,75,71,-46,1110,25,5,Surreal,Watercolor,Negative,9
B0384,33,Singapore,95,4,1,472,35,20,Impressionist,Bronze,Negative,6
B0385,52,Mumbai,16,16,68,1891,19,11,Impressionist,Watercolor,Positive,1
B0386,27,Singapore,88,52,-40,978,35,18,Abstract,Oil,Neutral,2
B0387,57,London,27,99,-26,284,17,5,Contemporary,Digital Prints,Neutral,1
B0388,52,Sydney,83,35,-18,146,12,16,Impressionist,Mixed Media,Negative,1
B0389,52,Tokyo,6,91,3,1540,30,6,Surreal,Mixed Media,Negative,3
B0390,26,Berlin,74,11,15,1775,47,15,Abstract,Bronze,Positive,3
B0391,56,Berlin,34,79,-13,1425,8,11,Surreal,Digital Prints,Neutral,9
B0392,24,Paris,25,77,-2,1961,40,7,Contemporary,Watercolor,Positive,5
B0393,21,Berlin,51,52,-3,1895,45,18,Impressionist,Sculpture,Neutral,10
B0394,28,Sydney,60,77,-37,292,28,19,Abstract,Oil,Negative,2
B0395,51,NYC,99,9,-8,1127,26,16,Surreal,Digital Prints,Positive,1
B0396,26,Mumbai,74,53,-27,1274,7,17,Contemporary,Oil,Positive,8
B0397,34,Singapore,9,88,3,622,18,14,Realistic,Sculpture,Positive,10
B0398,32,Mumbai,14,47,39,789,22,15,Abstract,Oil,Negative,9
B0399,49,Tokyo,62,21,17,148,7,11,Surreal,Watercolor,Neutral,5
B0400,55,Dubai,65,23,12,288,31,20,Abstract,Watercolor,Positive,7
B0401,48,London,7,84,9,818,29,11,Contemporary,Sculpture,Negative,7
B0402,28,NYC,62,51,-13,1610,8,14,Abstract,Digital Prints,Negative,10
B0403,26,Mumbai,77,31,-8,1475,18,8,Realistic,Watercolor,Neutral,9
B0404,62,Paris,1,31,68,1153,6,8,Contemporary,Bronze,Neutral,9
B0405,62,NYC,34,85,-19,1974,21,9,Abstract,Sculpture,Negative,3
B0406,37,NYC,50,78,-28,740,28,1,Impressionist,Digital Prints,Negative,2
B0407,63,Sydney,83,88,-71,730,33,11,Surreal,Bronze,Positive,4
B0408,64,Toronto,25,39,36,878,16,13,Impressionist,Mixed Media,Neutral,4
B0409,23,Sydney,9,94,-3,1264,34,5,Impressionist,Sculpture,Neutral,6
B0410,21,Dubai,38,36,26,1701,21,19,Contemporary,Oil,Neutral,7
B0411,25,Mumbai,83,8,9,1837,44,12,Abstract,Bronze,Positive,5
B0412,35,Singapore,41,40,19,107,46,7,Impressionist,Sculpture,Neutral,4
B0413,26,London,24,35,41,499,48,11,Realistic,Oil,Positive,3
B0414,42,Paris,41,65,-6,739,23,6,Surreal,Watercolor,Negative,5
B0415,22,Dubai,85,5,10,312,48,4,Abstract,Sculpture,Positive,2
B0416,55,Toronto,3,65,32,811,24,12,Abstract,Oil,Negative,6
B0417,51,Dubai,5,89,6,1775,35,8,Realistic,Bronze,Neutral,4
B0418,35,Paris,77,70,-47,110,49,3,Abstract,Oil,Neutral,7
B0419,36,Tokyo,52,97,-49,522,49,9,Surreal,Oil,Negative,5
B0420,46,NYC,22,78,0,638,5,15,Contemporary,Oil,Neutral,1
B0421,62,Paris,78,80,-58,820,22,10,Abstract,Oil,Negative,4
B0422,64,Berlin,83,85,-68,541,43,20,Abstract,Sculpture,Neutral,4
B0423,59,NYC,35,7,58,1823,26,19,Realistic,Oil,Positive,9
B0424,22,Toronto,92,15,-7,878,28,18,Realistic,Oil,Neutral,10
B0425,21,Sydney,69,63,-32,633,16,9,Surreal,Sculpture,Positive,2
B0426,48,Mumbai,41,98,-39,1956,22,3,Contemporary,Watercolor,Positive,7
B0427,47,Berlin,8,16,76,1953,37,1,Surreal,Sculpture,Positive,1
B0428,30,NYC,8,100,-8,983,45,11,Impressionist,Digital Prints,Positive,3
B0429,53,Berlin,36,75,-11,260,23,3,Contemporary,Bronze,Neutral,6
B0430,43,Mumbai,62,45,-7,1993,17,10,Surreal,Digital Prints,Positive,5
B0431,32,Singapore,21,1,78,1055,13,5,Abstract,Watercolor,Positive,2
B0432,27,Toronto,29,76,-5,1044,35,19,Surreal,Bronze,Positive,5
B0433,18,NYC,23,31,46,240,29,5,Contemporary,Mixed Media,Negative,8
B0434,51,Paris,62,31,7,1118,33,9,Contemporary,Watercolor,Positive,10
B0435,50,NYC,48,22,30,1024,27,19,Realistic,Oil,Neutral,10
B0436,23,NYC,61,72,-33,1027,27,1,Abstract,Bronze,Negative,3
B0437,35,Sydney,85,97,-82,1318,5,10,Contemporary,Bronze,Positive,5
B0438,20,Paris,53,23,24,1850,12,8,Surreal,Watercolor,Neutral,10
B0439,63,Sydney,44,82,-26,1200,17,11,Abstract,Mixed Media,Positive,4
B0440,63,Sydney,60,53,-13,1760,17,7,Impressionist,Mixed Media,Negative,4
B0441,34,Sydney,84,50,-34,1782,39,20,Realistic,Digital Prints,Negative,5
B0442,56,Tokyo,88,79,-67,659,39,14,Surreal,Digital Prints,Positive,1
B0443,30,Paris,75,50,-25,560,29,5,Surreal,Mixed Media,Negative,8
B0444,32,Sydney,17,90,-7,1886,10,8,Surreal,Digital Prints,Negative,3
B0445,36,Sydney,33,67,0,484,33,3,Contemporary,Bronze,Negative,9
B0446,47,Berlin,32,40,28,164,15,15,Abstract,Digital Prints,Negative,10
B0447,54,Sydney,14,24,62,596,50,15,Impressionist,Digital Prints,Negative,7
B0448,26,Dubai,78,58,-36,1846,11,7,Realistic,Mixed Media,Negative,4
B0449,54,Mumbai,65,90,-55,1585,40,10,Realistic,Digital Prints,Negative,3
B0450,46,Berlin,19,52,29,1978,11,20,Contemporary,Digital Prints,Positive,8
B0451,61,Sydney,83,59,-42,939,10,7,Contemporary,Watercolor,Positive,5
B0452,52,Paris,33,93,-26,1535,9,12,Realistic,Sculpture,Negative,9
B0453,44,NYC,9,40,51,1603,8,12,Contemporary,Watercolor,Neutral,4
B0454,44,Dubai,82,63,-45,1849,14,5,Impressionist,Oil,Negative,1
B0455,41,Sydney,99,80,-79,1520,16,2,Abstract,Digital Prints,Positive,7
B0456,33,Mumbai,53,87,-40,1107,25,7,Abstract,Mixed Media,Negative,1
B0457,58,Mumbai,46,2,52,127,33,3,Impressionist,Sculpture,Positive,2
B0458,55,Paris,1,77,22,788,23,10,Impressionist,Bronze,Neutral,9
B0459,57,Singapore,79,65,-44,1962,50,9,Surreal,Mixed Media,Neutral,6
B0460,45,Toronto,47,17,36,861,43,3,Contemporary,Mixed Media,Neutral,9
B0461,53,Berlin,45,64,-9,1019,8,13,Surreal,Bronze,Negative,4
B0462,39,NYC,4,55,41,1972,45,6,Realistic,Oil,Positive,9
B0463,36,Sydney,100,44,-44,661,25,15,Abstract,Bronze,Negative,5
B0464,35,Berlin,66,30,4,1880,13,9,Contemporary,Digital Prints,Positive,1
B0465,63,Tokyo,83,83,-66,165,13,4,Contemporary,Oil,Neutral,1
B0466,30,Tokyo,58,40,2,1066,18,8,Realistic,Watercolor,Negative,7
B0467,60,Berlin,39,6,55,1164,27,3,Contemporary,Oil,Neutral,10
B0468,61,NYC,28,0,72,222,46,16,Contemporary,Bronze,Neutral,2
B0469,40,Paris,87,31,-18,1369,7,17,Surreal,Digital Prints,Neutral,2
B0470,55,London,83,81,-64,789,10,14,Surreal,Digital Prints,Negative,5
B0471,24,NYC,14,20,66,1364,29,6,Realistic,Sculpture,Neutral,1
B0472,58,Mumbai,69,70,-39,376,47,14,Realistic,Digital Prints,Neutral,6
B0473,56,Mumbai,70,54,-24,576,36,5,Abstract,Sculpture,Neutral,8
B0474,65,London,71,74,-45,743,35,10,Contemporary,Mixed Media,Positive,10
B0475,32,Mumbai,27,39,34,1614,41,12,Abstract,Watercolor,Positive,6
B0476,50,London,73,45,-18,1089,46,6,Contemporary,Mixed Media,Negative,5
B0477,45,Toronto,6,85,9,363,38,6,Surreal,Oil,Neutral,2
B0478,54,Sydney,84,29,-13,725,44,8,Abstract,Oil,Positive,10
B0479,27,Sydney,41,27,32,1492,24,14,Surreal,Oil,Negative,10
B0480,48,Mumbai,63,79,-42,1232,37,10,Contemporary,Digital Prints,Neutral,8
B0481,26,Singapore,64,72,-36,219,40,3,Contemporary,Digital Prints,Negative,3
B0482,51,Berlin,25,27,48,1834,36,14,Contemporary,Digital Prints,Negative,7
B0483,25,Toronto,1,29,70,1475,41,13,Contemporary,Sculpture,Positive,7
B0484,63,Tokyo,48,6,46,187,16,7,Realistic,Sculpture,Negative,7
B0485,20,Paris,19,78,3,217,36,15,Realistic,Watercolor,Negative,8
B0486,22,Berlin,22,51,27,1610,21,7,Surreal,Oil,Positive,10
B0487,38,Berlin,61,84,-45,868,32,12,Impressionist,Digital Prints,Negative,1
B0488,27,Paris,15,17,68,587,41,6,Abstract,Watercolor,Positive,4
B0489,64,Singapore,65,28,7,948,45,9,Impressionist,Bronze,Positive,5
B0490,52,NYC,77,95,-72,802,28,10,Abstract,Bronze,Positive,5
B0491,50,Singapore,57,83,-40,1474,48,17,Contemporary,Sculpture,Negative,5
B0492,57,Berlin,4,44,52,426,25,17,Surreal,Watercolor,Neutral,8
B0493,56,London,48,23,29,1087,17,2,Abstract,Bronze,Positive,5
B0494,59,Dubai,96,74,-70,220,10,10,Contemporary,Digital Prints,Positive,1
B0495,48,NYC,38,49,13,907,17,8,Impressionist,Bronze,Neutral,5
B0496,25,London,14,28,58,587,20,12,Realistic,Digital Prints,Positive,9
B0497,64,Tokyo,51,43,6,1696,42,15,Realistic,Watercolor,Positive,7
B0498,33,Berlin,70,4,26,1896,39,13,Realistic,Oil,Negative,9
B0499,24,Berlin,38,52,10,1188,49,10,Realistic,Oil,Positive,8
B0500,24,Sydney,97,83,-80,170,27,6,Impressionist,Bronze,Neutral,9
B0501,55,Singapore,72,40,-12,1376,36,12,Realistic,Watercolor,Positive,10
B0502,52,Mumbai,59,100,-59,1989,39,13,Abstract,Mixed Media,Positive,9
B0503,55,Singapore,83,51,-34,655,15,14,Abstract,Oil,Positive,7
B0504,28,Singapore,64,30,6,248,37,12,Impressionist,Oil,Positive,2
B0505,57,Tokyo,59,36,5,1878,29,18,Abstract,Digital Prints,Negative,7
B0506,55,Sydney,97,32,-29,968,20,14,Impressionist,Digital Prints,Positive,3
B0507,21,Paris,62,6,32,855,8,4,Surreal,Digital Prints,Negative,9
B0508,32,Mumbai,25,77,-2,690,31,17,Surreal,Watercolor,Neutral,8
B0509,36,Paris,91,72,-63,472,35,13,Impressionist,Mixed Media,Neutral,5
B0510,44,Berlin,43,63,-6,1348,26,19,Surreal,Watercolor,Negative,3
B0511,63,Sydney,29,44,27,426,37,4,Contemporary,Oil,Negative,4
B0512,22,London,7,10,83,1961,50,19,Surreal,Sculpture,Positive,7
B0513,53,Dubai,9,32,59,659,42,10,Contemporary,Mixed Media,Positive,5
B0514,65,Paris,5,81,14,1414,9,1,Surreal,Digital Prints,Neutral,9
B0515,64,Paris,10,75,15,885,8,1,Contemporary,Mixed Media,Negative,5
B0516,52,Paris,52,81,-33,1983,47,20,Impressionist,Mixed Media,Neutral,3
B0517,61,Mumbai,34,47,19,722,44,6,Contemporary,Oil,Neutral,9
B0518,61,Tokyo,33,37,30,549,50,14,Abstract,Oil,Neutral,7
B0519,55,Berlin,2,9,89,988,21,10,Contemporary,Mixed Media,Positive,9
B0520,30,Paris,44,23,33,347,20,11,Realistic,Bronze,Positive,3
B0521,47,Dubai,83,55,-38,1061,22,12,Realistic,Oil,Negative,10
B0522,36,Paris,89,13,-2,783,41,17,Contemporary,Sculpture,Positive,9
B0523,19,Tokyo,49,18,33,625,47,17,Surreal,Digital Prints,Positive,3
B0524,46,Paris,53,2,45,668,48,12,Impressionist,Sculpture,Positive,4
B0525,57,Tokyo,5,52,43,1589,13,6,Contemporary,Mixed Media,Positive,2
B0526,46,Berlin,59,30,11,1925,50,9,Surreal,Oil,Negative,6
B0527,58,Singapore,27,29,44,1332,31,17,Realistic,Bronze,Negative,5
B0528,18,Toronto,33,20,47,132,24,3,Realistic,Oil,Positive,10
B0529,20,Mumbai,88,88,-76,1763,41,5,Impressionist,Sculpture,Positive,10
B0530,38,Toronto,9,96,-5,1986,30,12,Realistic,Oil,Positive,6
B0531,38,Sydney,45,54,1,1285,26,4,Impressionist,Oil,Neutral,2
B0532,18,Sydney,9,23,68,919,33,2,Contemporary,Mixed Media,Neutral,7
B0533,39,Sydney,37,63,0,353,14,10,Impressionist,Oil,Neutral,7
B0534,61,Singapore,53,96,-49,853,25,13,Contemporary,Mixed Media,Negative,3
B0535,23,NYC,21,26,53,492,46,1,Abstract,Sculpture,Positive,3
B0536,61,Mumbai,50,57,-7,197,25,19,Abstract,Bronze,Negative,9
B0537,53,NYC,68,99,-67,929,22,1,Impressionist,Sculpture,Positive,8
B0538,44,Berlin,58,80,-38,1896,11,6,Impressionist,Mixed Media,Neutral,8
B0539,25,Sydney,49,85,-34,775,31,1,Impressionist,Sculpture,Negative,5
B0540,44,Dubai,38,59,3,877,38,13,Contemporary,Watercolor,Negative,7
B0541,23,Tokyo,39,28,33,145,20,2,Impressionist,Watercolor,Negative,10
B0542,25,Dubai,49,15,36,1671,32,17,Contemporary,Digital Prints,Negative,2
B0543,19,NYC,26,75,-1,1821,38,16,Impressionist,Watercolor,Neutral,6
B0544,44,Mumbai,32,8,60,1912,43,3,Surreal,Mixed Media,Neutral,9
B0545,26,Singapore,28,95,-23,1505,9,2,Contemporary,Sculpture,Negative,5
B0546,49,Singapore,13,71,16,1334,25,10,Abstract,Oil,Neutral,3
B0547,23,Mumbai,5,92,3,255,30,9,Realistic,Oil,Negative,4
B0548,47,Toronto,83,31,-14,1987,33,3,Realistic,Mixed Media,Neutral,2
B0549,22,Dubai,22,83,-5,1543,14,16,Abstract,Digital Prints,Negative,9
B0550,39,Singapore,0,77,23,1962,31,16,Surreal,Bronze,Negative,1
B0551,43,Toronto,44,82,-26,1200,49,5,Realistic,Bronze,Positive,10
B0552,48,Toronto,29,85,-14,973,38,20,Abstract,Sculpture,Negative,4
B0553,58,Berlin,81,5,14,651,12,20,Abstract,Digital Prints,Negative,8
B0554,54,Mumbai,40,58,2,1033,36,18,Surreal,Oil,Negative,2
B0555,54,NYC,33,57,10,1876,25,18,Realistic,Digital Prints,Neutral,8
B0556,20,Singapore,40,11,49,1825,12,20,Surreal,Oil,Neutral,6
B0557,30,NYC,100,81,-81,1587,45,8,Surreal,Bronze,Negative,5
B0558,38,Dubai,34,84,-18,1626,43,9,Surreal,Digital Prints,Neutral,1
B0559,40,Tokyo,90,0,10,237,35,1,Realistic,Mixed Media,Neutral,9
B0560,55,Singapore,66,96,-62,897,38,15,Contemporary,Mixed Media,Positive,2
B0561,46,Dubai,42,64,-6,1616,24,18,Contemporary,Oil,Negative,4
B0562,41,NYC,86,74,-60,1036,44,8,Surreal,Bronze,Negative,6
B0563,46,Mumbai,75,44,-19,685,10,3,Impressionist,Sculpture,Neutral,7
B0564,37,Sydney,64,73,-37,834,44,15,Realistic,Watercolor,Neutral,6
B0565,35,Tokyo,98,21,-19,1393,9,15,Abstract,Watercolor,Neutral,6
B0566,50,Berlin,85,75,-60,999,6,15,Surreal,Oil,Neutral,6
B0567,43,Mumbai,65,24,11,1467,9,20,Realistic,Watercolor,Negative,1
B0568,22,Dubai,91,6,3,1553,8,18,Realistic,Bronze,Positive,1
B0569,57,Tokyo,19,1,80,1124,42,17,Abstract,Bronze,Negative,8
B0570,31,London,15,28,57,624,42,9,Surreal,Digital Prints,Neutral,4
B0571,32,Berlin,91,36,-27,1549,25,18,Impressionist,Digital Prints,Positive,10
B0572,45,Mumbai,41,70,-11,1455,16,15,Realistic,Watercolor,Positive,4
B0573,30,Dubai,63,39,-2,286,13,15,Surreal,Bronze,Neutral,9
B0574,36,Tokyo,23,89,-12,1255,23,19,Abstract,Bronze,Neutral,10
B0575,54,Mumbai,79,10,11,1477,24,8,Realistic,Sculpture,Negative,6
B0576,23,Tokyo,33,24,43,222,21,8,Impressionist,Oil,Positive,2
B0577,59,Sydney,89,18,-7,390,29,17,Abstract,Oil,Neutral,4
B0578,45,Paris,17,51,32,514,35,13,Realistic,Digital Prints,Negative,2
B0579,40,Sydney,0,40,60,1389,27,10,Realistic,Digital Prints,Negative,1
B0580,57,Berlin,11,57,32,326,42,11,Realistic,Digital Prints,Negative,3
B0581,62,Sydney,36,95,-31,1142,49,19,Abstract,Oil,Positive,4
B0582,51,Dubai,100,33,-33,1273,7,15,Realistic,Watercolor,Positive,8
B0583,42,Singapore,67,27,6,414,47,9,Abstract,Oil,Neutral,5
B0584,28,Dubai,60,30,10,404,20,10,Abstract,Oil,Positive,7
B0585,27,Dubai,93,75,-68,1770,35,14,Impressionist,Watercolor,Negative,9
B0586,46,Berlin,58,74,-32,477,24,8,Abstract,Oil,Neutral,8
B0587,20,NYC,31,95,-26,487,21,4,Abstract,Oil,Negative,2
B0588,40,NYC,23,13,64,1167,11,14,Realistic,Watercolor,Positive,1
B0589,25,Singapore,88,7,5,270,27,6,Surreal,Watercolor,Positive,3
B0590,18,Dubai,90,20,-10,777,7,2,Realistic,Sculpture,Positive,3
B0591,50,Tokyo,68,61,-29,1675,13,10,Realistic,Sculpture,Positive,10
B0592,52,Dubai,10,19,71,153,40,15,Contemporary,Sculpture,Negative,1
B0593,55,Sydney,69,98,-67,667,42,9,Contemporary,Bronze,Negative,6
B0594,54,London,98,49,-47,1458,11,10,Impressionist,Digital Prints,Positive,3
B0595,30,Dubai,38,44,18,1342,49,10,Surreal,Digital Prints,Neutral,1
B0596,35,Toronto,38,10,52,1344,12,2,Abstract,Mixed Media,Negative,2
B0597,33,Paris,92,84,-76,1427,25,7,Contemporary,Digital Prints,Positive,8
B0598,57,London,57,63,-20,1188,8,2,Surreal,Sculpture,Positive,3
B0599,22,Dubai,80,88,-68,513,37,14,Contemporary,Sculpture,Neutral,8
B0600,28,Dubai,91,81,-72,422,43,5,Impressionist,Mixed Media,Neutral,4
B0601,44,Dubai,76,35,-11,1265,8,11,Contemporary,Digital Prints,Neutral,7
B0602,23,Singapore,25,44,31,359,15,1,Realistic,Watercolor,Neutral,10
B0603,63,Toronto,77,22,1,1736,22,5,Abstract,Oil,Positive,3
B0604,46,Tokyo,41,36,23,1906,40,9,Surreal,Watercolor,Neutral,8
B0605,34,NYC,69,74,-43,1762,14,2,Contemporary,Bronze,Positive,1
B0606,37,Berlin,19,57,24,353,20,19,Surreal,Watercolor,Negative,7
B0607,36,Tokyo,92,34,-26,1142,28,1,Impressionist,Oil,Negative,6
B0608,58,Singapore,1,83,16,397,41,4,Impressionist,Mixed Media,Neutral,9
B0609,34,Berlin,18,53,29,995,24,14,Surreal,Bronze,Positive,3
B0610,51,Toronto,10,96,-6,1704,33,18,Abstract,Sculpture,Neutral,6
B0611,59,Mumbai,36,12,52,448,38,10,Contemporary,Sculpture,Positive,9
B0612,40,Paris,88,58,-46,131,22,3,Surreal,Oil,Neutral,5
B0613,21,Dubai,70,96,-66,2000,9,17,Impressionist,Digital Prints,Negative,3
B0614,36,Paris,73,83,-56,1788,15,2,Realistic,Digital Prints,Positive,5
B0615,42,Mumbai,0,44,56,1683,36,14,Contemporary,Watercolor,Positive,8
B0616,62,Singapore,6,2,92,1927,12,10,Realistic,Digital Prints,Positive,4
B0617,57,NYC,39,52,9,1884,33,18,Abstract,Oil,Neutral,3
B0618,26,Singapore,18,19,63,416,12,9,Realistic,Mixed Media,Negative,3
B0619,65,Paris,79,33,-12,231,46,3,Surreal,Digital Prints,Negative,3
B0620,31,Tokyo,9,30,61,700,14,12,Impressionist,Watercolor,Negative,6
B0621,19,Tokyo,17,13,70,1749,23,19,Surreal,Sculpture,Neutral,6
B0622,36,Sydney,54,22,24,342,43,5,Realistic,Oil,Positive,1
B0623,55,London,55,67,-22,731,20,19,Abstract,Oil,Positive,8
B0624,53,Paris,52,46,2,758,12,12,Surreal,Oil,Negative,7
B0625,53,Mumbai,73,83,-56,581,45,5,Realistic,Mixed Media,Positive,7
B0626,37,Sydney,67,39,-6,270,13,17,Realistic,Oil,Positive,10
B0627,37,Toronto,49,58,-7,770,21,19,Surreal,Bronze,Neutral,1
B0628,57,NYC,24,18,58,866,5,14,Realistic,Mixed Media,Neutral,10
B0629,29,London,65,34,1,461,6,13,Surreal,Sculpture,Neutral,6
B0630,45,Singapore,93,64,-57,894,38,14,Realistic,Watercolor,Positive,1
B0631,35,Berlin,46,92,-38,1657,8,16,Surreal,Oil,Positive,5
B0632,64,Berlin,63,27,10,1226,26,18,Realistic,Watercolor,Neutral,9
B0633,64,London,89,28,-17,312,28,5,Impressionist,Digital Prints,Negative,9
B0634,48,Berlin,55,13,32,1165,25,20,Realistic,Oil,Neutral,1
B0635,44,Singapore,36,26,38,612,20,2,Impressionist,Bronze,Negative,10
B0636,30,London,69,92,-61,1759,27,6,Impressionist,Sculpture,Neutral,3
B0637,53,Toronto,12,57,31,135,42,8,Abstract,Oil,Positive,8
B0638,41,Tokyo,100,52,-52,1886,12,9,Surreal,Mixed Media,Neutral,7
B0639,37,Toronto,3,75,22,1236,46,13,Abstract,Bronze,Positive,7
B0640,43,Sydney,85,4,11,184,16,18,Impressionist,Bronze,Negative,8
B0641,53,Tokyo,58,29,13,1478,38,6,Realistic,Oil,Neutral,3
B0642,64,Toronto,0,50,50,1544,36,7,Surreal,Oil,Positive,8
B0643,24,Singapore,51,56,-7,1487,30,6,Abstract,Mixed Media,Neutral,5
B0644,52,Tokyo,70,23,7,1340,37,5,Realistic,Bronze,Negative,2
B0645,24,Paris,98,95,-93,974,12,11,Realistic,Bronze,Negative,6
B0646,30,Dubai,71,47,-18,1218,48,2,Surreal,Oil,Positive,7
B0647,39,Tokyo,17,40,43,938,13,13,Surreal,Sculpture,Positive,9
B0648,34,London,88,54,-42,881,46,19,Contemporary,Digital Prints,Positive,2
B0649,19,Paris,96,36,-32,291,41,13,Realistic,Watercolor,Positive,2
B0650,64,NYC,96,98,-94,1481,48,8,Realistic,Bronze,Positive,4
B0651,43,NYC,7,11,82,1837,49,14,Surreal,Watercolor,Negative,9
B0652,24,Tokyo,54,28,18,419,9,17,Abstract,Sculpture,Neutral,7
B0653,27,London,31,47,22,1598,11,4,Impressionist,Mixed Media,Neutral,9
B0654,31,London,84,40,-24,936,21,11,Abstract,Mixed Media,Neutral,8
B0655,43,Toronto,44,20,36,442,18,13,Realistic,Digital Prints,Negative,7
B0656,45,Berlin,5,34,61,281,42,8,Impressionist,Bronze,Negative,9
B0657,37,NYC,48,38,14,132,31,4,Contemporary,Mixed Media,Neutral,8
B0658,49,Sydney,1,9,90,830,17,14,Impressionist,Bronze,Positive,8
B0659,61,Berlin,35,80,-15,687,12,13,Impressionist,Sculpture,Positive,10
B0660,61,Toronto,36,11,53,1101,29,9,Surreal,Digital Prints,Positive,10
B0661,56,Dubai,12,8,80,1165,48,12,Impressionist,Digital Prints,Negative,8
B0662,44,Dubai,80,39,-19,728,31,18,Impressionist,Oil,Negative,2
B0663,53,Sydney,22,52,26,1853,48,15,Abstract,Oil,Neutral,8
B0664,37,Tokyo,57,16,27,1655,9,14,Surreal,Mixed Media,Neutral,2
B0665,32,Tokyo,37,49,14,1731,13,13,Contemporary,Digital Prints,Negative,6
B0666,31,Singapore,37,3,60,1333,18,1,Impressionist,Digital Prints,Neutral,7
B0667,63,London,5,54,41,1922,22,10,Contemporary,Oil,Positive,3
B0668,53,NYC,71,61,-32,428,43,4,Contemporary,Bronze,Positive,8
B0669,41,Sydney,96,37,-33,1303,19,13,Contemporary,Mixed Media,Neutral,10
B0670,20,London,11,77,12,715,33,8,Abstract,Sculpture,Positive,2
B0671,20,Tokyo,55,87,-42,1196,38,18,Contemporary,Digital Prints,Positive,1
B0672,57,NYC,1,22,77,1237,24,2,Impressionist,Mixed Media,Neutral,6
